probe_id,long,lat
10807,103.7875,1.3005
10813,-8.6025,51.6685
10814,-83.7425,42.2795
10816,2.0375,48.7605
10819,6.2875,51.9715
10824,13.4185,52.5295
10836,-0.4715,39.5205
10841,20.4195,42.0675
10843,32.5795,0.3085
10845,10.7895,52.4295
10849,20.4195,42.0715
10855,32.5995,0.3195
10858,-6.2805,53.3515
10864,8.6605,49.8695
10866,-46.5795,-23.5395
10869,82.9805,55.0415
10881,-6.3685,53.2875
10884,-71.4585,42.2895
10885,12.4915,48.6395
10890,4.9015,52.3675
10904,30.4875,59.9595
10905,-110.9325,32.2195
10915,8.5275,49.0495
10920,10.4485,48.3375
10923,6.1885,49.1085
10924,12.0885,42.4495
10928,8.5985,47.4215
10932,76.9085,43.2585
10933,145.9485,-38.1415
10935,17.0385,51.1095
10938,10.6085,59.8915
10940,-1.1405,52.6375
10946,2.1995,41.4105
10949,9.4995,40.9215
10951,4.7995,52.0775
10953,-5.1805,50.2685
10955,9.9295,56.0395
10967,28.0005,-26.1195
10972,31.1705,48.3785
10977,90.4205,23.7705
10982,-73.5585,45.5185
10986,4.9515,52.3605
10988,5.3815,52.2615
11006,28.8375,47.0305
11010,-75.3925,39.9175
11013,37.4175,55.7585
11016,174.7775,-41.2895
11018,-68.6725,44.8815
11022,-1.6315,47.2585
11036,1.3185,52.0905
11037,39.8285,54.6005
11038,30.4285,60.0615
11043,42.0495,55.5785
11046,73.3695,54.9905
11050,49.6695,58.5975
11054,30.2895,60.0995
11055,30.5995,50.5295
11056,135.4195,34.6005
11061,37.3405,55.8075
11063,37.5405,55.6885
11068,49.5705,27.1615
11074,30.4405,59.7095
11075,8.8305,52.2695
11076,46.0205,51.5305
11079,37.9005,55.6915
11081,39.7215,54.6275
11090,-117.1585,32.7375
11092,37.1815,56.7385
11104,18.0075,49.1495
11108,7.8675,47.3415
11116,65.4975,57.1205
11118,6.0175,49.6315
11145,-1.8405,53.8495
11148,10.8295,59.9415
11151,19.8995,50.0175
11153,-75.9005,45.3085
11155,18.1495,59.3595
11158,6.7895,51.2515
11162,3.9605,51.0185
11163,16.3705,48.2085
11166,10.8805,50.9005
11170,23.7505,60.6575
11171,-74.1395,40.3975
11173,-1.3095,51.3885
11175,-1.8395,53.8495
11179,-0.1295,51.5115
11180,-68.0085,10.2075
11182,28.0615,-26.0615
11185,12.3815,51.3395
11194,8.3915,49.0095
11200,4.5975,51.1475
11203,-74.1325,40.3985
11206,11.6375,52.1405
11209,-75.7025,45.4215
11210,13.6975,52.4575
11211,-0.1225,51.5075
11215,-77.4625,39.0195
11217,2.5875,48.8405
11218,139.6175,35.6015
11219,26.0975,44.4215
11220,5.9685,51.8675
11222,5.2285,51.0085
11223,-2.6615,53.3785
11226,16.3685,48.2105
11227,2.3785,48.7805
11241,14.2895,48.3075
11243,7.8195,48.6685
11244,15.4395,47.0695
11256,44.4995,40.2105
11257,-71.5205,-32.9895
11260,-6.2595,53.3475
11266,10.1005,56.2305
11274,73.4405,54.9395
11275,7.0505,62.6295
11280,0.2015,51.4775
11289,12.5715,55.7115
11292,139.8715,35.6585
11296,8.8515,48.2705
11299,7.4915,51.5115
11301,30.2575,59.9475
11317,18.2075,46.0705
11320,39.7985,43.5675
11323,4.2885,51.0285
11337,30.3085,59.9905
11343,45.6495,44.6685
11344,55.0995,51.7595
11346,30.5995,50.4805
11361,30.3605,59.9275
11363,3.8805,50.9885
11374,30.3405,59.9295
11379,30.8205,49.8715
11383,-17.3685,14.7585
11384,15.0415,50.7895
11394,8.5615,47.4195
11400,8.4975,47.3775
11404,12.5675,55.8195
11414,24.2175,56.9495
11421,10.4985,52.2675
11423,36.2085,55.7085
11425,18.2185,50.9695
11429,37.4985,55.7415
11434,4.6885,50.9095
11437,49.4185,53.5105
11447,24.6995,59.4305
11448,37.6295,55.6515
11453,30.3295,59.9085
11461,-0.4795,51.1375
11463,8.4705,49.4785
11472,17.6905,59.8185
11476,30.3005,59.9205
11479,36.2205,55.6915
11484,4.8415,51.1795
11487,30.3115,59.9405
11494,19.0615,47.4695
11497,5.6215,51.4805
11499,2.8015,50.8515
11500,-75.1825,39.4175
11501,37.4075,55.9575
11504,138.9075,-35.0405
11506,-73.5825,45.5205
11523,5.0685,50.9685
11526,4.6885,50.8905
11529,-84.0915,39.7415
11531,1.1085,47.2775
11536,-122.0815,37.3905
11541,19.5595,44.8775
11542,20.4395,44.7985
11550,-77.3105,38.9675
11555,28.9995,41.0695
11558,7.2595,61.6315
11560,45.4305,35.5675
11571,3.7505,51.0675
11574,11.0105,43.8995
11576,3.7205,51.0505
11577,4.4305,51.1505
11578,3.7305,51.0515
11583,12.8115,56.3585
11586,15.4515,47.0605
11587,3.5715,51.1505
11592,19.0315,47.5585
11593,18.7415,47.4985
11595,30.6215,50.5195
11598,2.1415,41.3515
11600,2.1075,41.4775
11601,8.4575,47.4075
11602,2.1875,41.3985
11608,5.2375,52.3815
11610,-0.3925,54.2875
11622,37.6185,55.7585
11623,44.5185,40.1785
11629,30.6685,50.4415
11630,9.9885,53.5375
11632,-1.5315,47.2085
11634,-113.6215,37.1195
11635,22.9385,39.3695
11639,4.3985,51.2215
11642,4.7995,52.3785
11649,15.9695,45.8015
11656,10.6195,49.2105
11665,11.4305,47.2695
11667,4.2305,51.2105
11673,153.0105,-27.4715
11688,12.6515,42.5715
11689,-95.3885,45.6515
11690,4.9515,52.3575
11703,4.0275,51.0685
11705,-122.3025,47.7595
11707,8.3875,49.0005
11708,27.4075,59.3615
11710,3.7375,50.4275
11711,0.3375,46.5775
11713,5.8475,51.8385
11717,13.4175,52.4505
11721,2.8585,51.0275
11722,5.7585,45.1785
11731,2.3585,48.8375
11733,5.9785,46.2385
11737,15.9685,45.8005
11743,8.3595,47.4385
11747,-75.6605,41.4105
11749,2.1095,41.3915
11758,24.8895,60.2115
11760,-56.1795,-34.8825
11761,27.6305,62.9175
11774,172.6405,-43.5305
11779,19.8205,41.3215
11794,30.4915,50.4295
11797,-78.8485,35.7305
11803,14.9775,40.6085
11805,24.9375,60.1695
11809,24.8475,60.2615
11811,30.4775,50.3475
11828,4.7185,49.7615
11835,3.6885,51.0795
11841,-3.3705,47.7475
11842,-122.2405,37.4885
11843,174.7695,-36.8515
11845,24.5595,65.7595
11848,4.5795,51.9515
11849,5.1395,52.0615
11854,5.3095,52.3995
11862,30.5205,50.4485
11863,10.2205,53.3485
11868,-1.3995,50.9515
11873,-0.9495,45.5585
11874,28.8405,47.0295
11876,-81.2395,42.9905
11877,12.5005,41.9005
11880,7.5415,44.3775
11883,-98.4685,45.4585
11885,28.8615,46.9895
11902,48.0475,46.3385
11906,-0.3625,39.5105
11911,-79.9625,40.3675
11914,-1.1325,53.8295
11917,5.6875,50.8405
11918,-115.1425,36.1715
11925,8.8585,51.1295
11939,4.9085,51.0915
11940,-3.7005,40.4175
11944,2.4295,6.3695
11947,174.7695,-36.8495
11950,3.0395,43.3275
11955,-4.7405,41.6295
11958,-0.3905,39.4515
11962,12.0605,56.0085
11967,-123.0295,49.3305
11968,24.8205,60.2315
11975,12.5705,55.6795
11983,-0.6985,51.6385
11985,-75.5385,40.1795
11989,-122.0985,37.4015
11990,13.4415,52.5075
11992,37.8715,55.6785
11997,-5.0685,50.4205
12007,2.3475,48.9305
12012,-74.5725,39.9885
12015,4.8575,45.7195
12018,4.9775,44.9915
12022,-0.7215,51.5185
12025,-2.0815,53.2295
12027,8.7685,53.0805
12028,13.4485,52.5115
12032,-1.4815,48.2285
12035,-81.2415,19.3195
12049,-0.1805,52.1015
12060,-88.2795,42.0375
12063,24.5705,65.7385
12066,37.6205,55.8205
12070,-84.5395,33.8275
12071,8.5105,47.4175
12074,4.7705,45.8095
12078,30.4605,50.4515
12081,5.9315,51.7775
12082,4.4015,45.4585
12084,5.7815,51.8295
12087,5.1315,52.1005
12089,51.4215,35.7015
12093,-97.1485,49.7985
12099,6.0915,45.9515
12103,-121.0525,40.2985
12105,-110.7525,32.0795
12108,-96.8225,32.9815
12115,-74.2625,40.6995
12116,-118.4625,34.0005
12117,8.9075,49.9405
12118,9.7275,51.2015
12120,11.5985,44.8275
12124,-78.8715,43.8995
12125,9.9885,53.5495
12126,12.3085,55.0105
12134,-117.7515,33.7495
12137,37.8585,55.6705
12142,-0.5805,44.8385
12143,-78.6605,35.8585
12144,-84.8005,34.1695
12146,-82.0405,34.7405
12153,-3.8205,40.4385
12156,-89.5305,40.9005
12159,-108.7605,44.7515
12160,-56.1895,-34.8925
12161,-81.8595,41.1375
12165,9.5405,58.9295
12166,-86.2695,41.8205
12170,-3.6895,40.4875
12171,174.7605,-36.8525
12177,9.7605,50.9605
12180,-86.9385,36.0575
12183,103.8415,1.4185
12185,-122.2785,37.8795
12195,3.4415,6.4295
12197,174.8515,-36.8795
12199,139.9815,35.6915
12205,27.9875,-26.0905
12207,31.0875,-29.7295
12209,139.5575,35.5815
12210,121.6675,24.9175
12219,-9.1225,38.7815
12220,14.1985,42.4575
12225,8.6385,49.8595
12226,-122.0315,36.9705
12234,-3.3515,55.7495
12235,8.4785,47.5695
12236,34.9985,32.7905
12258,4.3595,52.0115
12264,13.4205,52.4695
12266,4.4405,51.2005
12279,24.7305,59.4215
12280,12.4215,41.9075
12282,5.4115,52.1585
12286,28.1415,-25.9295
12291,24.6615,60.2075
12297,-74.6685,40.3605
12300,-121.9625,37.3775
12302,151.1975,-33.8815
12303,-95.7125,37.0885
12306,16.2875,48.2005
12315,-82.3025,28.5395
12318,-90.4725,38.6015
12319,5.6375,52.3415
12320,-82.3615,29.6775
12321,5.1385,50.9975
12330,-90.4915,38.7775
12331,-77.3915,39.4475
12333,9.6685,59.0385
12334,-70.7215,43.4795
12335,4.8785,45.6995
12336,12.0585,55.8405
12343,4.8995,52.3685
12344,-6.8705,33.9695
12349,0.0095,52.2215
12356,-1.2605,51.7505
12357,30.7195,46.4405
12360,2.3005,48.7475
12363,151.2105,-33.8315
12370,15.9805,45.8175
12372,146.9405,-41.6515
12376,17.9405,59.4405
12378,-1.4195,51.6815
12380,-82.1485,34.9375
12383,-97.1385,49.8985
12403,172.6375,-43.5315
12404,151.1875,-33.9105
12410,144.9275,-37.7925
12411,174.9375,-37.0525
12415,144.9275,-37.8205
12418,153.0775,-26.6585
12420,144.9785,-37.8625
12422,151.3185,-33.4715
12423,144.9685,-37.8415
12426,-120.9015,40.1205
12428,153.0185,-27.4685
12429,35.0485,48.4615
12430,8.7685,47.1975
12438,4.8185,46.3215
12441,100.4895,7.0075
12442,-0.1305,50.8285
12443,-75.5405,40.5985
12444,0.1795,52.0795
12449,5.0295,44.9415
12452,-87.7905,41.8485
12454,21.5995,47.5495
12459,-77.6305,39.1915
12465,18.4205,-33.9205
12466,18.6105,-33.8995
12474,23.4505,40.2695
12475,-79.9995,39.9995
12476,9.6705,59.1105
12501,8.2675,50.2175
12503,44.5175,40.1785
12504,-104.8025,39.9495
12506,-77.4625,39.0205
12518,-74.6425,40.1315
12531,37.5085,47.0975
12535,30.5685,50.3995
12541,-64.7905,18.3275
12548,-86.6305,39.2315
12563,-74.7495,41.0585
12566,-79.3595,43.6605
12578,-93.2295,44.9715
12579,-121.8895,37.3415
12581,-73.2285,44.3775
12583,8.7715,51.7085
12594,16.5815,49.2395
12597,39.3715,48.5805
12598,30.4515,50.4615
12600,-122.0225,37.3675
12601,36.2175,50.0375
12605,36.2175,49.9895
12614,30.5175,50.4495
12622,-122.3115,47.6785
12623,-97.7615,30.3985
12626,37.6085,48.8505
12629,30.3885,50.4615
12639,36.2385,49.9915
12640,37.7295,47.9575
12642,37.7195,55.7785
12648,36.2295,49.9915
12650,-71.5505,42.8775
12651,-82.9405,40.0675
12652,-122.1905,47.7185
12654,30.5195,50.4495
12660,30.5005,50.4375
12668,-76.6495,39.0615
12671,-121.8895,37.3375
12673,-75.4495,38.3985
12681,-122.3785,47.6775
12685,-80.1485,26.0095
12686,-73.7085,41.6205
12688,-87.7285,41.9615
12691,-121.8485,37.3475
12693,-73.2885,41.4885
12710,-121.9725,36.9475
12711,8.5175,47.3875
12716,6.9975,49.2405
12717,30.4775,50.4905
12719,4.9175,52.3315
12721,-122.7115,45.4275
12723,22.9385,40.6385
12724,11.5785,48.1395
12726,-81.5615,38.3705
12728,-122.1115,37.3915
12729,10.2285,56.1715
12732,-0.8415,51.8085
12733,18.6785,50.2885
12736,4.4285,51.2105
12739,-76.6715,42.5415
12750,8.4995,47.3775
12753,12.0695,55.6385
12755,-1.4005,50.9395
12762,23.7405,37.8885
12768,-96.5495,32.9215
12772,6.5705,46.5485
12774,-1.8795,47.2895
12779,55.1205,51.7915
12784,36.3715,49.9495
12786,144.9515,-37.8295
12787,6.1315,46.2005
12792,23.7815,37.9985
12796,4.4215,51.2205
12801,-0.6025,51.5075
12802,-77.4125,38.7285
12804,-90.4625,14.6095
12805,-74.0825,4.5995
12808,-49.2325,-25.4485
12809,-75.7525,45.3915
12810,139.8175,35.7575
12813,34.2975,45.4985
12819,-70.6425,-33.4685
12823,14.5385,50.0085
12827,22.5085,40.2705
12829,6.2085,49.2015
12830,12.1485,57.3375
12834,11.1885,59.9195
12835,21.8885,43.3195
12838,23.7285,37.9815
12845,-70.6905,-33.6405
12847,-0.2405,52.5705
12848,-70.9205,-53.1485
12850,16.9295,52.4075
12853,-105.0905,39.6485
12855,8.2095,47.4495
12871,17.5505,60.0375
12873,50.2205,53.2485
12874,14.4605,50.0895
12876,11.1605,59.9405
12877,26.9905,49.4305
12878,6.1105,49.5015
12879,-72.5895,42.8415
12880,2.3315,48.8675
12888,8.5515,47.4215
12890,50.1815,53.2075
12892,2.3615,48.8785
12894,144.8815,-37.7805
12895,-73.8085,45.4895
12896,50.1815,53.2105
12898,8.5415,47.3715
12902,22.2575,60.4585
12904,21.0575,52.1295
12908,-121.8325,37.2315
12911,5.7675,50.9475
12913,4.8375,45.7485
12918,25.1375,35.3415
12927,-70.6215,-33.4495
12929,-0.6915,52.0215
12932,18.0485,59.3185
12933,24.3785,45.0985
12943,-4.9605,51.8185
12944,12.0995,48.9995
12946,23.7295,37.9905
12947,46.2995,38.0905
12956,28.2195,-25.7295
12967,101.4905,3.1405
12968,28.1505,-25.8785
12969,9.4705,0.4215
12975,29.3805,-3.3805
12976,23.7305,37.9805
12977,14.5105,46.0605
12983,-9.1485,38.7285
12985,149.1015,-35.3105
12990,23.7715,37.9975
12993,23.7515,38.0385
12999,-121.5985,37.0315
13001,24.7075,59.4375
13002,7.6675,52.0185
13004,-121.8925,37.3295
13005,5.9475,49.4995
13008,6.2675,49.7915
13015,101.6875,3.1395
13018,2.2675,48.8215
13029,101.5785,2.9315
13034,26.0485,44.4195
13037,23.7685,38.0305
13049,13.4395,52.4415
13050,-3.2705,51.4275
13051,101.7095,3.0175
13056,-122.4205,37.7705
13057,26.0295,44.4305
13066,6.1105,49.5105
13068,37.6505,55.7515
13070,-122.4195,37.7675
13074,23.7205,37.9695
13077,-3.9895,51.7905
13081,8.1315,58.1175
13082,23.7615,37.9785
13083,-1.8385,53.6585
13084,33.3715,35.1595
13086,11.0215,49.5805
13088,-78.5585,38.1515
13090,-3.6985,40.4175
13104,172.5675,-43.5605
13108,-123.1125,49.2615
13109,-71.1125,42.3715
13114,36.8775,-1.2205
13116,-75.7425,45.3705
13121,36.8185,-1.2825
13128,-77.0715,39.0015
13131,-75.4015,40.2175
13146,-74.0105,40.7105
13164,35.8305,33.8295
13173,35.5605,33.8685
13182,-71.2285,46.7985
13188,6.0815,46.2315
13191,-122.1085,37.3875
13194,-3.6985,40.4195
13199,0.0615,51.4315
13200,14.4375,50.0875
13201,10.1175,54.3075
13205,-121.9025,37.7595
13206,0.0975,45.6105
13213,-123.0225,44.9285
13218,36.8175,-1.2785
13227,136.4685,35.3605
13230,3.9885,48.2375
13237,-77.0615,-12.0495
13239,2.4285,6.3715
13242,4.2995,50.9985
13244,-73.8105,45.4995
13248,21.0195,52.2415
13253,-121.8605,37.2785
13261,55.1005,51.7675
13262,136.9905,35.2385
13263,18.4205,-33.9215
13266,-86.5595,34.7405
13267,7.1505,51.2605
13271,24.7105,59.4375
13273,18.3705,49.6785
13275,-2.1695,51.8695
13280,4.4515,50.6075
13283,-96.7085,32.9885
13284,2.3615,48.7895
13288,-71.7385,43.6415
13297,12.5215,55.7105
13299,36.8215,-1.2885
13302,8.0675,50.2485
13308,5.8275,50.9815
13311,-77.3825,38.9575
13314,12.0575,50.7695
13318,-76.3925,39.3315
13321,37.6185,55.7575
13327,16.0085,45.7905
13330,-75.7015,45.4175
13338,23.8885,54.9015
13339,-7.9215,53.4215
13347,10.7195,59.9405
13351,23.7895,38.0275
13371,3.3205,50.8475
13381,-0.3885,39.4475
13387,-21.8985,64.1405
13389,172.7015,-43.4685
13392,10.0715,57.0085
13396,-74.4285,40.5405
13407,-1.5525,47.2405
13410,36.1475,49.9775
13411,2.3575,48.9075
13414,-1.4125,50.9395
13420,-0.8715,52.7675
13427,23.8685,37.9005
13434,-2.7215,51.9695
13435,-2.4215,53.4995
13439,-1.7215,47.9815
13442,2.4595,49.2585
13443,25.9395,48.2685
13444,8.3695,47.3495
13453,-3.1805,51.4785
13454,17.6695,45.3395
13469,2.3805,48.8615
13475,23.7105,37.9495
13476,4.5205,52.1505
13477,8.0305,52.2805
13482,18.9815,45.4885
13488,11.0115,49.3515
13489,5.7115,58.8215
13492,9.3415,47.4185
13493,-1.6085,53.7285
13494,16.5515,49.1795
13495,5.1815,52.3495
13497,2.2715,48.8205
13503,18.4575,-33.9715
13514,-87.6525,41.8495
13521,4.9185,52.3475
13526,-0.1215,51.5005
13528,-96.8215,32.7815
13531,139.7485,35.6875
13533,37.6885,55.7385
13535,-48.3315,-21.2505
13539,139.6685,35.6715
13542,13.0495,47.8085
13551,-89.6005,40.7675
13565,-118.2395,34.0495
13566,-79.4195,43.6705
13576,50.2205,53.2405
13590,49.4015,53.5175
13592,24.9415,60.1585
13593,16.3415,46.3085
13595,18.6515,47.2095
13596,6.1015,49.6105
13599,-1.6885,55.1715
13605,2.4475,48.8995
13610,22.9475,40.6875
13612,5.3475,50.9585
13614,-122.2525,37.8795
13615,4.0475,50.9295
13623,-75.8415,45.2885
13624,11.8685,49.4395
13633,-3.6915,40.4185
13635,19.0585,47.5195
13642,174.5995,-36.8615
13643,8.6595,49.8685
13646,8.7395,50.1105
13647,8.4695,49.4905
13651,-86.3905,35.8475
13654,-73.3905,41.3895
13656,5.6995,50.6905
13659,11.6195,44.8415
13662,8.5105,51.6385
13665,3.5705,50.7595
13667,-86.4995,39.1705
13671,-123.1095,44.0575
13672,73.3905,54.9685
13677,8.7605,51.7205
13679,5.1105,52.0915
13680,4.3715,50.8375
13681,-77.4185,38.9575
13685,-97.1485,49.8695
13686,-0.5585,51.6105
13687,-113.5385,31.3205
13688,-74.9785,40.0515
13691,101.8815,2.9075
13694,-96.7885,33.0395
13705,39.6575,-4.0805
13717,-84.8025,33.3805
13719,-50.9925,-29.7385
13724,-8.9815,52.8395
13725,32.5785,-25.9705
13727,32.5785,-25.9695
13728,26.2185,-29.1085
13732,38.7885,8.9885
13735,-77.8715,40.8095
13740,32.0595,49.4275
13741,101.6895,3.1375
13745,4.2095,50.9195
13746,18.6295,-33.8895
13758,28.3195,-15.3885
13759,6.1695,48.6915
13771,36.8205,-1.2925
13773,-51.0695,-29.7515
13774,2.3505,48.9295
13779,36.8205,-1.2885
13782,8.7415,50.1385
13788,32.5915,-25.9785
13798,4.4715,51.0115
13807,103.8875,1.3305
13808,-1.1825,52.8415
13810,28.2275,-29.6125
13815,8.7075,45.8395
13816,9.0975,45.4805
13819,139.5975,35.4815
13820,5.3885,50.8075
13821,139.5885,35.5975
13824,16.3385,47.6595
13831,-117.1915,34.4975
13833,-84.3915,33.7485
13835,8.1585,47.1395
13857,-122.8505,45.5305
13864,-71.1195,42.3795
13870,-3.7395,40.4375
13873,8.0005,46.3285
13876,-3.5695,40.4505
13878,-6.0795,37.3915
13881,-3.6985,40.3975
13887,36.7015,-3.3695
13892,4.4415,50.8385
13896,-0.4185,39.5105
13900,-0.1725,51.4575
13903,30.2475,59.9485
13907,6.4575,49.7105
13911,6.1375,49.5875
13914,55.1875,25.0295
13919,16.2875,48.1515
13939,8.4585,49.0015
13942,-84.6505,42.6485
13946,-79.2705,43.8905
13948,14.5295,50.0315
13961,121.5005,25.0375
13962,26.0005,58.9985
13964,50.5805,26.2195
13971,90.4005,23.7875
13972,9.7805,52.3285
13974,26.1105,44.4795
13975,13.9005,49.8295
13982,24.6715,59.4185
13988,18.0915,59.3415
13996,13.8315,58.7105
14012,18.0675,59.4385
14025,4.7485,52.0795
14037,2.2585,48.8005
14038,2.3385,48.7715
14042,103.8495,1.3185
14043,2.3595,48.7685
14049,-1.6005,47.2315
14051,-4.1205,55.8275
14053,-82.7305,28.0485
14061,16.0205,45.7975
14064,-84.1795,39.5595
14066,-122.8095,45.4905
14067,-123.1195,49.2805
14070,-1.3295,51.4075
14073,8.3405,51.3485
14075,103.8505,1.2795
14076,103.9205,1.3205
14078,-0.0095,51.5415
14079,10.6805,49.9915
14090,-93.1785,44.7075
14091,10.0415,53.5475
14096,101.6615,2.9205
14099,-79.1285,43.1215
14100,4.4075,51.9075
14102,-84.0525,35.0685
14106,153.0475,-27.4595
14114,-96.8225,32.7995
14118,4.3075,52.0815
14130,10.8385,59.8875
14132,-81.0415,35.2385
14136,-0.3715,49.1605
14149,9.0195,52.2115
14152,4.3195,52.0785
14154,18.0595,59.3495
14164,-117.1495,47.6595
14166,-117.1695,47.6505
14171,103.7605,1.3175
14174,46.0505,51.5295
14175,24.1105,56.9495
14177,30.4605,50.4305
14178,90.4105,23.7115
14183,103.7415,1.3185
14184,103.8415,1.3795
14194,13.7015,51.0095
14199,139.6715,35.2815
14202,103.8575,1.3185
14205,-0.3525,51.4495
14206,1.5175,42.5105
14213,-2.7725,53.2685
14216,12.1175,49.0105
14227,-121.8515,37.2205
14230,30.2785,59.9475
14233,-105.0215,39.5385
14238,-2.1715,53.3915
14242,-122.2305,47.7585
14243,11.0095,49.4785
14244,-93.8505,38.5895
14248,10.4095,53.2415
14250,8.2395,50.0575
14256,4.8595,52.2805
14260,13.4205,52.5275
14264,4.3705,51.9795
14267,55.1505,25.0705
14271,-2.5095,52.8975
14273,18.8605,46.6185
14274,-0.7195,51.5195
14277,4.8805,52.3805
14281,1.2915,51.1575
14287,24.1715,56.9705
14290,30.6215,50.4375
14291,24.7615,42.1375
14292,9.1915,45.4685
14295,17.1415,60.6795
14307,12.5475,55.7205
14309,10.6275,53.8715
14310,-75.6925,45.4075
14313,40.9675,57.0085
14317,10.0475,53.5505
14319,24.2075,56.9415
14322,-77.1515,43.9985
14325,28.1885,-25.8605
14328,0.3185,51.4915
14332,13.1285,52.4485
14337,-71.0215,42.6005
14340,-73.9905,40.7475
14341,18.1695,49.8375
